"Registry name","Map color (hex)","Map color (int)"
"supplementaries:hanging_sign_cave_mushroom","#8F7748","9402184"
"supplementaries:hanging_sign_cedar_lotr","#664C33","6704179"
"supplementaries:hanging_sign_charred","#8F7748","9402184"
"supplementaries:hanging_sign_charred_de","#8F7748","9402184"
"supplementaries:hanging_sign_charred_lotr","#191919","1644825"
"supplementaries:hanging_sign_cherry","#8F7748","9402184"
"supplementaries:hanging_sign_cherry_bop","#993333","10040115"
"supplementaries:hanging_sign_cherry_env","#8F7748","9402184"
"supplementaries:hanging_sign_cherry_lotr","#8E3C2E","9321518"
"supplementaries:hanging_sign_cherry_red","#8F7748","9402184"
"supplementaries:hanging_sign_cherry_ter","#8F7748","9402184"
"supplementaries:hanging_sign_cherrywood","#8F7748","9402184"
"supplementaries:hanging_sign_cika","#8F7748","9402184"
"supplementaries:hanging_sign_coconut_ter","#8F7748","9402184"
"supplementaries:hanging_sign_crimson","#943F61","9715553"
"supplementaries:hanging_sign_cypress","#8F7748","9402184"
"supplementaries:hanging_sign_cypress_bb","#8F7748","9402184"
"supplementaries:hanging_sign_cypress_lotr","#F7E9A3","16247203"
"supplementaries:hanging_sign_dark_oak","#664C33","6704179"
"supplementaries:hanging_sign_dark_tf","#D87F33","14188339"
"supplementaries:hanging_sign_darkwood","#8F7748","9402184"
"supplementaries:hanging_sign_dead","#8F7748","9402184"
"supplementaries:hanging_sign_dead_bop","#707070","7368816"
"supplementaries:hanging_sign_deadwood_atum","#815631","8476209"
"supplementaries:hanging_sign_distortic","#8F7748","9402184"
"supplementaries:hanging_sign_dragon_tree","#B24CD8","11685080"
"supplementaries:hanging_sign_dream","#8F7748","9402184"
"supplementaries:hanging_sign_dreamwood","#8F7748","9402184"
"supplementaries:hanging_sign_driftwood","#707070","7368816"
"supplementaries:hanging_sign_ebony","#8F7748","9402184"
"supplementaries:hanging_sign_edelwood","#8F7748","9402184"
"supplementaries:hanging_sign_elder","#8F7748","9402184"
"supplementaries:hanging_sign_embur","#8F7748","9402184"
"supplementaries:hanging_sign_end_lotus","#4C7F99","5013401"
"supplementaries:hanging_sign_enigma","#191919","1644825"
"supplementaries:hanging_sign_ether","#8F7748","9402184"
"supplementaries:hanging_sign_fairy_ring_mushroom_hbt","#E5E533","15066419"
"supplementaries:hanging_sign_fir","#8F7748","9402184"
"supplementaries:hanging_sign_fir_bop","#D1B1A1","13742497"
"supplementaries:hanging_sign_fir_lotr","#8F7748","9402184"
"supplementaries:hanging_sign_fir_tr","#664C33","6704179"
"supplementaries:hanging_sign_glowshroom","#8F7748","9402184"
"supplementaries:hanging_sign_glowshroom_em","#8F7748","9402184"
"supplementaries:hanging_sign_green_enchanted","#8F7748","9402184"
"supplementaries:hanging_sign_green_oak_lotr","#664C33","6704179"
"supplementaries:hanging_sign_grimwood","#8F7748","9402184"
"supplementaries:hanging_sign_grongle","#943F61","9715553"
"supplementaries:hanging_sign_hazel_te","#8F7748","9402184"
"supplementaries:hanging_sign_helix_tree","#D87F33","14188339"
"supplementaries:hanging_sign_hellbark_bop","#392923","3746083"
"supplementaries:hanging_sign_holly","#8F7748","9402184"
"supplementaries:hanging_sign_holly_lotr","#F7E9A3","16247203"
"supplementaries:hanging_sign_imparius","#8F7748","9402184"
"supplementaries:hanging_sign_inverted","#8F7748","9402184"
"supplementaries:hanging_sign_jacaranda","#8F7748","9402184"
"supplementaries:hanging_sign_jacaranda_ab","#8F7748","9402184"
"supplementaries:hanging_sign_jacaranda_bop","#D1B1A1","13742497"
"supplementaries:hanging_sign_jellyshroom","#6699D8","6724056"
"supplementaries:hanging_sign_jungle","#976D4D","9923917"
"supplementaries:hanging_sign_kousa","#8F7748","9402184"
"supplementaries:hanging_sign_lacugrove","#E5E533","15066419"
"supplementaries:hanging_sign_lairelosse_lotr","#FFFFFF","16777215"
"supplementaries:hanging_sign_lament","#8F7748","9402184"
"supplementaries:hanging_sign_larch_lotr","#815631","8476209"
"supplementaries:hanging_sign_lebethron_lotr","#664C33","6704179"
"supplementaries:hanging_sign_lemon_ter","#8F7748","9402184"
"supplementaries:hanging_sign_leppa","#B24CD8","11685080"
"supplementaries:hanging_sign_livingwood","#8F7748","9402184"
"supplementaries:hanging_sign_lucernia","#D87F33","14188339"
"supplementaries:hanging_sign_magic_bop","#334CB2","3361970"
"supplementaries:hanging_sign_magic_pw","#8F7748","9402184"
"supplementaries:hanging_sign_mahogany","#8F7748","9402184"
"supplementaries:hanging_sign_mahogany_bop","#A04D4E","10505550"
"supplementaries:hanging_sign_mallorn_lotr","#FFFCF5","16776437"
"supplementaries:hanging_sign_mango_ter","#8F7748","9402184"
"supplementaries:hanging_sign_mangrove","#8F7748","9402184"
"supplementaries:hanging_sign_mangrove_tf","#976D4D","9923917"
"supplementaries:hanging_sign_mangrove_un","#8F7748","9402184"
"supplementaries:hanging_sign_maple","#8F7748","9402184"
"supplementaries:hanging_sign_maple_aut","#9F5224","10441252"
"supplementaries:hanging_sign_maple_lotr","#8F7748","9402184"
"supplementaries:hanging_sign_maple_pw","#8F7748","9402184"
"supplementaries:hanging_sign_mine_tf","#F7E9A3","16247203"
"supplementaries:hanging_sign_mirk_oak_lotr","#664C33","6704179"
"supplementaries:hanging_sign_morado","#8F7748","9402184"
"supplementaries:hanging_sign_mossy_glowshroom","#8F7748","9402184"
"supplementaries:hanging_sign_mulberry_ter","#8F7748","9402184"
"supplementaries:hanging_sign_mushroom_em","#8F7748","9402184"
"supplementaries:hanging_sign_mysterywood","#8F7748","9402184"
"supplementaries:hanging_sign_nanab","#4C3223","4993571"
"supplementaries:hanging_sign_netherwood","#943F61","9715553"
"supplementaries:hanging_sign_nightshade","#8F7748","9402184"
"supplementaries:hanging_sign_oak","#8F7748","9402184"
"supplementaries:hanging_sign_olive","#8F7748","9402184"
"supplementaries:hanging_sign_oran","#6699D8","6724056"
"supplementaries:hanging_sign_orange_ter","#8F7748","9402184"
"supplementaries:hanging_sign_painted_acacia","#D87F33","14188339"
"supplementaries:hanging_sign_palm","#8F7748","9402184"
"supplementaries:hanging_sign_palm_atum","#8F7748","9402184"
"supplementaries:hanging_sign_palm_bop","#BA8524","12223780"
"supplementaries:hanging_sign_palo_verde","#8F7748","9402184"
"supplementaries:hanging_sign_peach_ter","#8F7748","9402184"
"supplementaries:hanging_sign_pear_lotr","#8F7748","9402184"
"supplementaries:hanging_sign_pear_ter","#8F7748","9402184"
"supplementaries:hanging_sign_pecha","#F27FA5","15892389"
"supplementaries:hanging_sign_pine","#8F7748","9402184"
"supplementaries:hanging_sign_pine_lotr","#F7E9A3","16247203"
"supplementaries:hanging_sign_plum_ter","#8F7748","9402184"
"supplementaries:hanging_sign_poise","#7A4958","8014168"
"supplementaries:hanging_sign_poisonous_mushroom_em","#8F7748","9402184"
"supplementaries:hanging_sign_purple_heart_pw","#8F7748","9402184"
"supplementaries:hanging_sign_pythadendron","#7F3FB2","8339378"
"supplementaries:hanging_sign_rainbow_eucalyptus","#8F7748","9402184"
"supplementaries:hanging_sign_red_mushroom","#8F7748","9402184"
"supplementaries:hanging_sign_redbud_ab","#8F7748","9402184"
"supplementaries:hanging_sign_redwood","#8F7748","9402184"
"supplementaries:hanging_sign_redwood_bop","#993333","10040115"
"supplementaries:hanging_sign_river","#664C33","6704179"
"supplementaries:hanging_sign_rosewood","#8F7748","9402184"
"supplementaries:hanging_sign_rotten_lotr","#815631","8476209"
"supplementaries:hanging_sign_runewood","#E5E533","15066419"
"supplementaries:hanging_sign_shimmerwood","#8F7748","9402184"
"supplementaries:hanging_sign_silverbell_pw","#8F7748","9402184"
"supplementaries:hanging_sign_sitrus","#BA8524","12223780"
"supplementaries:hanging_sign_skyris","#8F7748","9402184"
"supplementaries:hanging_sign_smogstem","#8F7748","9402184"
"supplementaries:hanging_sign_sort_tf","#815631","8476209"
"supplementaries:hanging_sign_spruce","#815631","8476209"
"supplementaries:hanging_sign_sythian","#8F7748","9402184"
"supplementaries:hanging_sign_tea","#664C33","6704179"
"supplementaries:hanging_sign_temporal","#8F7748","9402184"
"supplementaries:hanging_sign_tenanea","#F27FA5","15892389"
"supplementaries:hanging_sign_tiger_pw","#8F7748","9402184"
"supplementaries:hanging_sign_time_tf","#976D4D","9923917"
"supplementaries:hanging_sign_tofustem","#8F7748","9402184"
"supplementaries:hanging_sign_trans_tf","#8F7748","9402184"
"supplementaries:hanging_sign_twilight_oak_tf","#8F7748","9402184"
"supplementaries:hanging_sign_twisted","#7F3FB2","8339378"
"supplementaries:hanging_sign_umbran_bop","#4C3E5C","4996700"
"supplementaries:hanging_sign_umbrella_tree","#667F33","6717235"
"supplementaries:hanging_sign_warped","#3A8E8C","3837580"
"supplementaries:hanging_sign_white","#8F7748","9402184"
"supplementaries:hanging_sign_wigglewood","#8F7748","9402184"
"supplementaries:hanging_sign_willow","#8F7748","9402184"
"supplementaries:hanging_sign_willow_bop","#677535","6780213"
"supplementaries:hanging_sign_willow_env","#8F7748","9402184"
"supplementaries:hanging_sign_willow_pw","#8F7748","9402184"
"supplementaries:hanging_sign_wisteria_env","#8F7748","9402184"
"supplementaries:hanging_sign_witch_hazel","#8F7748","9402184"
"supplementaries:hanging_sign_yucca","#8F7748","9402184"
"supplementaries:hanging_sign_zelkova","#8F7748","9402184"
"supplementaries:hourglass","#FAEE4D","16445005"
"supplementaries:iron_gate","#000000","0"
"supplementaries:item_shelf","#8F7748","9402184"
"supplementaries:jar","#000000","0"
"supplementaries:jar_boat","#000000","0"
"supplementaries:jar_tinted","#191919","1644825"
"supplementaries:laser_block","#707070","7368816"
"supplementaries:lock_block","#A7A7A7","10987431"
"supplementaries:magma_cream_block","#7FB238","8368696"
"supplementaries:netherite_door","#191919","1644825"
"supplementaries:netherite_trapdoor","#191919","1644825"
"supplementaries:notice_board","#8F7748","9402184"
"supplementaries:pancake","#9F5224","10441252"
"supplementaries:pedestal","#707070","7368816"
"supplementaries:planter","#8E3C2E","9321518"
"supplementaries:planter_rich","#8E3C2E","9321518"
"supplementaries:potted_flax","#000000","0"
"supplementaries:present","#8F7748","9402184"
"supplementaries:present_black","#191919","1644825"
"supplementaries:present_blue","#334CB2","3361970"
"supplementaries:present_brown","#664C33","6704179"
"supplementaries:present_cyan","#4C7F99","5013401"
"supplementaries:present_gray","#4C4C4C","5000268"
"supplementaries:present_green","#667F33","6717235"
"supplementaries:present_light_blue","#6699D8","6724056"
"supplementaries:present_light_gray","#999999","10066329"
"supplementaries:present_lime","#7FCC19","8375321"
"supplementaries:present_magenta","#B24CD8","11685080"
"supplementaries:present_orange","#D87F33","14188339"
"supplementaries:present_pink","#F27FA5","15892389"
"supplementaries:present_purple","#7F3FB2","8339378"
"supplementaries:present_red","#993333","10040115"
"supplementaries:present_white","#FFFFFF","16777215"
"supplementaries:present_yellow","#E5E533","15066419"
"supplementaries:pulley_block","#8F7748","9402184"
"supplementaries:raked_gravel","#707070","7368816"
"supplementaries:redstone_illuminator","#FFFCF5","16776437"
"supplementaries:rope","#C7C7C7","13092807"
"supplementaries:rope_knot","#8F7748","9402184"
"supplementaries:sack","#8F7748","9402184"
"supplementaries:safe","#191919","1644825"
"supplementaries:sconce","#000000","0"
"supplementaries:sconce_ender","#000000","0"
"supplementaries:sconce_glow","#000000","0"
"supplementaries:sconce_green","#000000","0"
"supplementaries:sconce_lever","#000000","0"
"supplementaries:sconce_soul","#000000","0"
"supplementaries:sconce_wall","#000000","0"
"supplementaries:sconce_wall_ender","#000000","0"
"supplementaries:sconce_wall_glow","#000000","0"
"supplementaries:sconce_wall_green","#000000","0"
"supplementaries:sconce_wall_soul","#000000","0"
"supplementaries:sign_post","#664C33","6704179"
"supplementaries:soul_jar","#191919","1644825"
"supplementaries:speaker_block","#664C33","6704179"
"supplementaries:spring_launcher","#A7A7A7","10987431"
"supplementaries:spring_launcher_arm","#A7A7A7","10987431"
"supplementaries:spring_launcher_head","#A7A7A7","10987431"
"supplementaries:statue","#707070","7368816"
"supplementaries:stick","#8F7748","9402184"
"supplementaries:stone_lamp","#E5E533","15066419"
"supplementaries:stone_tile","#707070","7368816"
"supplementaries:stone_tile_slab","#707070","7368816"
"supplementaries:stone_tile_vertical_slab","#707070","7368816"
"supplementaries:structure_temp","#707070","7368816"
"supplementaries:timber_brace","#8F7748","9402184"
"supplementaries:timber_cross_brace","#8F7748","9402184"
"supplementaries:timber_frame","#8F7748","9402184"
"supplementaries:turn_table","#707070","7368816"
"supplementaries:wall_lantern","#A7A7A7","10987431"
"supplementaries:wild_flax","#007C00","31744"
"supplementaries:wind_vane","#A7A7A7","10987431"
"the_afterlight:afterlight_air","#707070","7368816"
"the_afterlight:afterlight_rock","#707070","7368816"
"the_afterlight:afterlight_rock_slab","#707070","7368816"
"the_afterlight:afterlight_rock_stairs","#707070","7368816"
"the_afterlight:afterlight_soil","#976D4D","9923917"
"the_afterlight:aquastone_ore","#707070","7368816"
"the_afterlight:blood_cave_air","#707070","7368816"
"the_afterlight:blood_moss_1","#007C00","31744"
"the_afterlight:blood_moss_2","#007C00","31744"
"the_afterlight:blood_moss_3","#007C00","31744"
"the_afterlight:blood_moss_slate","#707070","7368816"
"the_afterlight:bloodshroom","#007C00","31744"
"the_afterlight:bloodstone_ore","#707070","7368816"
"the_afterlight:bloodweed","#007C00","31744"
"the_afterlight:bloodweed_growth_stage_1","#007C00","31744"
"the_afterlight:bloodweed_growth_stage_2","#007C00","31744"
"the_afterlight:bloodweed_top","#007C00","31744"
"the_afterlight:book_of_runes","#000000","0"
"the_afterlight:bramble_fern","#007C00","31744"
"the_afterlight:bramble_fern_block_1","#007C00","31744"
"the_afterlight:bramble_fern_block_2","#007C00","31744"
"the_afterlight:bramble_fruit_stage_1","#000000","0"
"the_afterlight:bramble_fruit_stage_2","#000000","0"
"the_afterlight:bulb_grass","#007C00","31744"
"the_afterlight:cave_vines","#007C00","31744"
"the_afterlight:cave_vines_2","#007C00","31744"
"the_afterlight:caveglowshroom","#007C00","31744"
"the_afterlight:caveshroom","#007C00","31744"
"the_afterlight:crystillium_block","#A7A7A7","10987431"
"the_afterlight:crystillium_ore","#707070","7368816"
"the_afterlight:deep_shoot","#007C00","31744"
"the_afterlight:deepglow","#007C00","31744"
"the_afterlight:dungeon_candles","#000000","0"
"the_afterlight:dungeon_candles_2","#000000","0"
"the_afterlight:dungeon_lantern","#000000","0"
"the_afterlight:ecliptic_rock","#707070","7368816"
"the_afterlight:edgeshroom","#007C00","31744"
"the_afterlight:fogmallow","#7FB238","8368696"
"the_afterlight:forest_fern","#007C00","31744"
"the_afterlight:gloom_reeds","#007C00","31744"
"the_afterlight:gloom_reeds_2","#007C00","31744"
"the_afterlight:gloom_shelf","#000000","0"
"the_afterlight:gloom_wood","#8F7748","9402184"
"the_afterlight:gloom_wood_2","#8F7748","9402184"
"the_afterlight:gloom_wood_fence","#8F7748","9402184"
"the_afterlight:gloom_wood_fence_gate","#8F7748","9402184"
"the_afterlight:gloom_wood_plank_slab","#8F7748","9402184"
"the_afterlight:gloom_wood_plank_stairs","#8F7748","9402184"
"the_afterlight:gloom_wood_planks","#8F7748","9402184"
"the_afterlight:gloominiscent_leaves","#007C00","31744"
"the_afterlight:gloomlight","#007C00","31744"
"the_afterlight:gloomy_door","#8F7748","9402184"
"the_afterlight:gloomy_leaves","#007C00","31744"
"the_afterlight:gloomy_trapdoor","#8F7748","9402184"
"the_afterlight:glow_grass","#007C00","31744"
"the_afterlight:glowshroom","#007C00","31744"
"the_afterlight:glowshroom_block","#007C00","31744"
"the_afterlight:hanging_bloodweed","#007C00","31744"
"the_afterlight:hanging_deepglow","#000000","0"
"the_afterlight:hanging_moss","#007C00","31744"
"the_afterlight:hanging_moss_2","#007C00","31744"
"the_afterlight:hanging_moss_3","#007C00","31744"
"the_afterlight:lunarite_block","#A7A7A7","10987431"
"the_afterlight:lunarite_scrap_block","#707070","7368816"
"the_afterlight:moon_altar","#000000","0"
"the_afterlight:moon_bookshelf","#000000","0"
"the_afterlight:moon_crystal_block","#A7A7A7","10987431"
"the_afterlight:moon_crystals","#707070","7368816"
"the_afterlight:moon_fern","#007C00","31744"
"the_afterlight:moon_lily","#007C00","31744"
"the_afterlight:moon_shard_ore","#976D4D","9923917"
"the_afterlight:moonflower","#007C00","31744"
"the_afterlight:moonlight_bark","#8F7748","9402184"
"the_afterlight:moonlight_dirt_2","#7FB238","8368696"
"the_afterlight:moonlight_door","#8F7748","9402184"
"the_afterlight:moonlight_fence","#8F7748","9402184"
"the_afterlight:moonlight_fence_gate","#8F7748","9402184"
"the_afterlight:moonlight_grass","#007C00","31744"
"the_afterlight:moonlight_leaves","#007C00","31744"
"the_afterlight:moonlight_log","#8F7748","9402184"
"the_afterlight:moonlight_planks","#8F7748","9402184"
"the_afterlight:moonlight_slab","#8F7748","9402184"
"the_afterlight:moonlight_stairs","#8F7748","9402184"
"the_afterlight:moonlight_tall_grass","#007C00","31744"
"the_afterlight:moonlight_trapdoor","#8F7748","9402184"
"the_afterlight:moonlight_vine_berry","#007C00","31744"
"the_afterlight:moonlight_vine_berry_2","#007C00","31744"
"the_afterlight:moonlight_vines_1","#007C00","31744"
"the_afterlight:moonsteel_block","#A7A7A7","10987431"
"the_afterlight:moonsteel_ore","#707070","7368816"
"the_afterlight:moonstone_2","#707070","7368816"
"the_afterlight:moontail","#007C00","31744"
"the_afterlight:moss_covered_slate","#707070","7368816"
"the_afterlight:moss_covered_slate_bricks","#707070","7368816"
"the_afterlight:mossy_slate","#707070","7368816"
"the_afterlight:mossy_void_rock","#707070","7368816"
"the_afterlight:mournblossom","#007C00","31744"
